"","Measure","Attribute","Value","Category","Date"
"420","In-Transit Time (hours)","Low","9.90","Arrivals",2019-10-01
"421","Arrivals","Daily Average","37.90","Arrivals",2019-11-01
"422","Oceangoing Transits","Daily Average","37.87","Arrivals",2019-11-01
"423","Canal Waters Time (hours)","Daily Average","33.01","Arrivals",2019-11-01
"424","In-Transit Time (hours)","Daily Average","12.21","Arrivals",2019-11-01
"425","Arrivals","High","56","Arrivals",2019-11-01
"426","Oceangoing Transits","High","43","Arrivals",2019-11-01
"427","Canal Waters Time (hours)","High","50.78","Arrivals",2019-11-01
"428","In-Transit Time (hours)","High","15.36","Arrivals",2019-11-01
"429","Arrivals","Low","27","Arrivals",2019-11-01
"430","Oceangoing Transits","Low","32","Arrivals",2019-11-01
"431","Canal Waters Time (hours)","Low","24.16","Arrivals",2019-11-01
"432","In-Transit Time (hours)","Low","10.27","Arrivals",2019-11-01
"433","Arrivals","Daily Average","36.35","Arrivals",2019-12-01
"434","Oceangoing Transits","Daily Average","36.87","Arrivals",2019-12-01
"435","Canal Waters Time (hours)","Daily Average","30.62","Arrivals",2019-12-01
"436","In-Transit Time (hours)","Daily Average","11.88","Arrivals",2019-12-01
"437","Arrivals","High","50","Arrivals",2019-12-01
"438","Oceangoing Transits","High","43","Arrivals",2019-12-01
"439","Canal Waters Time (hours)","High","40.99","Arrivals",2019-12-01
"440","In-Transit Time (hours)","High","13.63","Arrivals",2019-12-01
"441","Arrivals","Low","26","Arrivals",2019-12-01
"442","Oceangoing Transits","Low","29","Arrivals",2019-12-01
"443","Canal Waters Time (hours)","Low","23.23","Arrivals",2019-12-01
"444","In-Transit Time (hours)","Low","10.08","Arrivals",2019-12-01
"445","Arrivals","Daily Average","34.97","Arrivals",2020-12-01
"446","Oceangoing Transits","Daily Average","35.94","Arrivals",2020-12-01
"447","Canal Waters Time (hours)","Daily Average","51.76","Arrivals",2020-12-01
"448","In-Transit Time (hours)","Daily Average","10.98","Arrivals",2020-12-01
"449","Arrivals","High","46","Arrivals",2020-12-01
"450","Oceangoing Transits","High","40","Arrivals",2020-12-01
"451","Canal Waters Time (hours)","High","68.51","Arrivals",2020-12-01
"452","In-Transit Time (hours)","High","14.48","Arrivals",2020-12-01
"453","Arrivals","Low","23","Arrivals",2020-12-01
"454","Oceangoing Transits","Low","31","Arrivals",2020-12-01
"455","Canal Waters Time (hours)","Low","31.33","Arrivals",2020-12-01
"456","In-Transit Time (hours)","Low","9.79","Arrivals",2020-12-01
"457","Arrivals","Daily Average","36.64","Arrivals",2020-01-01
"458","Oceangoing Transits","Daily Average","36.58","Arrivals",2020-01-01
"459","Canal Waters Time (hours)","Daily Average","31.73","Arrivals",2020-01-01
"460","In-Transit Time (hours)","Daily Average","11.80","Arrivals",2020-01-01
"461","Arrivals","High","44","Arrivals",2020-01-01
"462","Oceangoing Transits","High","41","Arrivals",2020-01-01
"463","Canal Waters Time (hours)","High","42.89","Arrivals",2020-01-01
"464","In-Transit Time (hours)","High","13.24","Arrivals",2020-01-01
"465","Arrivals","Low","26","Arrivals",2020-01-01
"466","Oceangoing Transits","Low","30","Arrivals",2020-01-01
"467","Canal Waters Time (hours)","Low","25.92","Arrivals",2020-01-01
"468","In-Transit Time (hours)","Low","10.43","Arrivals",2020-01-01
"469","Arrivals","Daily Average","33.32","Arrivals",2021-01-01
"470","Oceangoing Transits","Daily Average","34.90","Arrivals",2021-01-01
"471","Canal Waters Time (hours)","Daily Average","51.88","Arrivals",2021-01-01
"472","In-Transit Time (hours)","Daily Average","11.59","Arrivals",2021-01-01
"473","Arrivals","High","47","Arrivals",2021-01-01
"474","Oceangoing Transits","High","39","Arrivals",2021-01-01
"475","Canal Waters Time (hours)","High","75.16","Arrivals",2021-01-01
"476","In-Transit Time (hours)","High","14.45","Arrivals",2021-01-01
"477","Arrivals","Low","18","Arrivals",2021-01-01
"478","Oceangoing Transits","Low","31","Arrivals",2021-01-01
"479","Canal Waters Time (hours)","Low","34.47","Arrivals",2021-01-01
"480","In-Transit Time (hours)","Low","9.92","Arrivals",2021-01-01
"481","Arrivals","Daily Average","35.41","Arrivals",2020-02-01
"482","Oceangoing Transits","Daily Average","35.21","Arrivals",2020-02-01
"483","Canal Waters Time (hours)","Daily Average","36.84","Arrivals",2020-02-01
"484","In-Transit Time (hours)","Daily Average","11.76","Arrivals",2020-02-01
"485","Arrivals","High","45","Arrivals",2020-02-01
"486","Oceangoing Transits","High","40","Arrivals",2020-02-01
"487","Canal Waters Time (hours)","High","70.34","Arrivals",2020-02-01
"488","In-Transit Time (hours)","High","14.96","Arrivals",2020-02-01
"489","Arrivals","Low","18","Arrivals",2020-02-01
"490","Oceangoing Transits","Low","32","Arrivals",2020-02-01
"491","Canal Waters Time (hours)","Low","20.71","Arrivals",2020-02-01
"492","In-Transit Time (hours)","Low","9.51","Arrivals",2020-02-01
"493","Arrivals","Daily Average","34.71","Arrivals",2021-02-01
"494","Oceangoing Transits","Daily Average","35.36","Arrivals",2021-02-01
"495","Canal Waters Time (hours)","Daily Average","38.68","Arrivals",2021-02-01
"496","In-Transit Time (hours)","Daily Average","10.41","Arrivals",2021-02-01
"497","Arrivals","High","45","Arrivals",2021-02-01
"498","Oceangoing Transits","High","38","Arrivals",2021-02-01
"499","Canal Waters Time (hours)","High","71.53","Arrivals",2021-02-01
"500","In-Transit Time (hours)","High","12.83","Arrivals",2021-02-01
"501","Arrivals","Low","26","Arrivals",2021-02-01
"502","Oceangoing Transits","Low","29","Arrivals",2021-02-01
"503","Canal Waters Time (hours)","Low","21.22","Arrivals",2021-02-01
"504","In-Transit Time (hours)","Low","8.30","Arrivals",2021-02-01
"505","Arrivals","Daily Average","28.00","Arrivals",2020-05-01
"506","Oceangoing Transits","Daily Average","28.84","Arrivals",2020-05-01
"507","Canal Waters Time (hours)","Daily Average","26.21","Arrivals",2020-05-01
"508","In-Transit Time (hours)","Daily Average","10.08","Arrivals",2020-05-01
"509","Arrivals","High","38","Arrivals",2020-05-01
"510","Oceangoing Transits","High","34","Arrivals",2020-05-01
"511","Canal Waters Time (hours)","High","45.32","Arrivals",2020-05-01
"512","In-Transit Time (hours)","High","12.75","Arrivals",2020-05-01
"513","Arrivals","Low","19","Arrivals",2020-05-01
"514","Oceangoing Transits","Low","23","Arrivals",2020-05-01
"515","Canal Waters Time (hours)","Low","17.80","Arrivals",2020-05-01
"516","In-Transit Time (hours)","Low","7.94","Arrivals",2020-05-01
"517","Arrivals","Daily Average","34.58","Arrivals",2021-03-01
"518","Oceangoing Transits","Daily Average","35.45","Arrivals",2021-03-01
"519","Canal Waters Time (hours)","Daily Average","38.15","Arrivals",2021-03-01
"520","In-Transit Time (hours)","Daily Average","10.55","Arrivals",2021-03-01
"521","Arrivals","High","47","Arrivals",2021-03-01
"522","Oceangoing Transits","High","39","Arrivals",2021-03-01
"523","Canal Waters Time (hours)","High","50.88","Arrivals",2021-03-01
"524","In-Transit Time (hours)","High","12.41","Arrivals",2021-03-01
"525","Arrivals","Low","21","Arrivals",2021-03-01
"526","Oceangoing Transits","Low","28","Arrivals",2021-03-01
"527","Canal Waters Time (hours)","Low","25.49","Arrivals",2021-03-01
"528","In-Transit Time (hours)","Low","9.27","Arrivals",2021-03-01
"529","Arrivals","Daily Average","33.50","Arrivals",2021-04-01
"530","Oceangoing Transits","Daily Average","34.43","Arrivals",2021-04-01
"531","Canal Waters Time (hours)","Daily Average","35.14","Arrivals",2021-04-01
"532","In-Transit Time (hours)","Daily Average","10.58","Arrivals",2021-04-01
"533","Arrivals","High","47","Arrivals",2021-04-01
"534","Oceangoing Transits","High","38","Arrivals",2021-04-01
"535","Canal Waters Time (hours)","High","53.73","Arrivals",2021-04-01
"536","In-Transit Time (hours)","High","12.75","Arrivals",2021-04-01
"537","Arrivals","Low","21","Arrivals",2021-04-01
"538","Oceangoing Transits","Low","29","Arrivals",2021-04-01
"539","Canal Waters Time (hours)","Low","22.19","Arrivals",2021-04-01
"540","In-Transit Time (hours)","Low","9.27","Arrivals",2021-04-01
"541","Arrivals","Daily Average","27.83","Arrivals",2020-06-01
"542","Oceangoing Transits","Daily Average","28.17","Arrivals",2020-06-01
"543","Canal Waters Time (hours)","Daily Average","25.13","Arrivals",2020-06-01
"544","In-Transit Time (hours)","Daily Average","9.42","Arrivals",2020-06-01
"545","Arrivals","High","41","Arrivals",2020-06-01
"546","Oceangoing Transits","High","34","Arrivals",2020-06-01
"547","Canal Waters Time (hours)","High","37.05","Arrivals",2020-06-01
"548","In-Transit Time (hours)","High","11.21","Arrivals",2020-06-01
"549","Arrivals","Low","19","Arrivals",2020-06-01
"550","Oceangoing Transits","Low","23","Arrivals",2020-06-01
"551","Canal Waters Time (hours)","Low","15.87","Arrivals",2020-06-01
"552","In-Transit Time (hours)","Low","7.92","Arrivals",2020-06-01
"553","Arrivals","Daily Average","32.48","Arrivals",2021-05-01
"554","Oceangoing Transits","Daily Average","33.10","Arrivals",2021-05-01
"555","Canal Waters Time (hours)","Daily Average","38.46","Arrivals",2021-05-01
"556","In-Transit Time (hours)","Daily Average","10.78","Arrivals",2021-05-01
"557","Arrivals","High","43","Arrivals",2021-05-01
"558","Oceangoing Transits","High","37","Arrivals",2021-05-01
"559","Canal Waters Time (hours)","High","56.73","Arrivals",2021-05-01
"560","In-Transit Time (hours)","High","13.01","Arrivals",2021-05-01
"561","Arrivals","Low","25","Arrivals",2021-05-01
"562","Oceangoing Transits","Low","29","Arrivals",2021-05-01
"563","Canal Waters Time (hours)","Low","20.99","Arrivals",2021-05-01
"564","In-Transit Time (hours)","Low","9.10","Arrivals",2021-05-01
"565","Arrivals","Daily Average","30.03","Arrivals",2020-07-01
"566","Oceangoing Transits","Daily Average","30.10","Arrivals",2020-07-01
"567","Canal Waters Time (hours)","Daily Average","28.34","Arrivals",2020-07-01
"568","In-Transit Time (hours)","Daily Average","10.25","Arrivals",2020-07-01
"569","Arrivals","High","38","Arrivals",2020-07-01
"570","Oceangoing Transits","High","33","Arrivals",2020-07-01
"571","Canal Waters Time (hours)","High","19.00","Arrivals",2020-07-01
"572","In-Transit Time (hours)","High","8.41","Arrivals",2020-07-01
"573","Arrivals","Low","19","Arrivals",2020-07-01
"574","Oceangoing Transits","Low","23","Arrivals",2020-07-01
"575","Canal Waters Time (hours)","Low","40.38","Arrivals",2020-07-01
"576","In-Transit Time (hours)","Low","11.89","Arrivals",2020-07-01
"577","Arrivals","Daily Average","32.30","Arrivals",2021-06-01
"578","Oceangoing Transits","Daily Average","33.17","Arrivals",2021-06-01
"579","Canal Waters Time (hours)","Daily Average","34.02","Arrivals",2021-06-01
"580","In-Transit Time (hours)","Daily Average","10.89","Arrivals",2021-06-01
"581","Arrivals","High","52","Arrivals",2021-06-01
"582","Oceangoing Transits","High","37","Arrivals",2021-06-01
"583","Canal Waters Time (hours)","High","46.90","Arrivals",2021-06-01
"584","In-Transit Time (hours)","High","13.88","Arrivals",2021-06-01
"585","Arrivals","Low","21","Arrivals",2021-06-01
"586","Oceangoing Transits","Low","28","Arrivals",2021-06-01
"587","Canal Waters Time (hours)","Low","18.37","Arrivals",2021-06-01
"588","In-Transit Time (hours)","Low","9.54","Arrivals",2021-06-01
"589","Arrivals","Daily Average","31.68","Arrivals",2020-08-01
"590","Oceangoing Transits","Daily Average","32.26","Arrivals",2020-08-01
"591","Canal Waters Time (hours)","Daily Average","31.35","Arrivals",2020-08-01
"592","In-Transit Time (hours)","Daily Average","9.88","Arrivals",2020-08-01
"593","Arrivals","High","45","Arrivals",2020-08-01
"594","Oceangoing Transits","High","39","Arrivals",2020-08-01
"595","Canal Waters Time (hours)","High","61.23","Arrivals",2020-08-01
"596","In-Transit Time (hours)","High","12.85","Arrivals",2020-08-01
"597","Arrivals","Low","18","Arrivals",2020-08-01
"598","Oceangoing Transits","Low","28","Arrivals",2020-08-01
"599","Canal Waters Time (hours)","Low","15.27","Arrivals",2020-08-01
"600","In-Transit Time (hours)","Low","7.83","Arrivals",2020-08-01
"601","Arrivals","Daily Average","34.26","Arrivals",2021-07-01
"602","Oceangoing Transits","Daily Average","33.68","Arrivals",2021-07-01
"603","Canal Waters Time (hours)","Daily Average","51.04","Arrivals",2021-07-01
"604","In-Transit Time (hours)","Daily Average","12.36","Arrivals",2021-07-01
"605","Arrivals","High","46","Arrivals",2021-07-01
"606","Oceangoing Transits","High","42","Arrivals",2021-07-01
"607","Canal Waters Time (hours)","High","95.43","Arrivals",2021-07-01
"608","In-Transit Time (hours)","High","15.01","Arrivals",2021-07-01
"609","Arrivals","Low","26","Arrivals",2021-07-01
"610","Oceangoing Transits","Low","26","Arrivals",2021-07-01
"611","Canal Waters Time (hours)","Low","24.36","Arrivals",2021-07-01
"612","In-Transit Time (hours)","Low","9.97","Arrivals",2021-07-01
"613","Arrivals","Daily Average","32.10","Arrivals",2020-09-01
"614","Oceangoing Transits","Daily Average","31.63","Arrivals",2020-09-01
"615","Canal Waters Time (hours)","Daily Average","38.58","Arrivals",2020-09-01
"616","In-Transit Time (hours)","Daily Average","9.89","Arrivals",2020-09-01
"617","Arrivals","High","41","Arrivals",2020-09-01
"618","Oceangoing Transits","High","38","Arrivals",2020-09-01
"619","Canal Waters Time (hours)","High","57.06","Arrivals",2020-09-01
"620","In-Transit Time (hours)","High","12.21","Arrivals",2020-09-01
"621","Arrivals","Low","19","Arrivals",2020-09-01
"622","Oceangoing Transits","Low","27","Arrivals",2020-09-01
"623","Canal Waters Time (hours)","Low","22.66","Arrivals",2020-09-01
"624","In-Transit Time (hours)","Low","8.57","Arrivals",2020-09-01
"625","Arrivals","Daily Average","33.39","Arrivals",2021-08-01
"626","Oceangoing Transits","Daily Average","35.52","Arrivals",2021-08-01
"627","Canal Waters Time (hours)","Daily Average","37.99","Arrivals",2021-08-01
"628","In-Transit Time (hours)","Daily Average","10.84","Arrivals",2021-08-01
"629","Arrivals","High","53","Arrivals",2021-08-01
"630","Oceangoing Transits","High","42","Arrivals",2021-08-01
"631","Canal Waters Time (hours)","High","64.30","Arrivals",2021-08-01
"632","In-Transit Time (hours)","High","12.91","Arrivals",2021-08-01
"633","Arrivals","Low","22","Arrivals",2021-08-01
"634","Oceangoing Transits","Low","29","Arrivals",2021-08-01
"635","Canal Waters Time (hours)","Low","20.62","Arrivals",2021-08-01
"636","In-Transit Time (hours)","Low","9.45","Arrivals",2021-08-01
"637","Arrivals","Daily Average","34.42","Arrivals",2020-10-01
"638","Oceangoing Transits","Daily Average","35.39","Arrivals",2020-10-01
"639","Canal Waters Time (hours)","Daily Average","47.49","Arrivals",2020-10-01
"640","In-Transit Time (hours)","Daily Average","10.85","Arrivals",2020-10-01
"641","Arrivals","High","47","Arrivals",2020-10-01
"642","Oceangoing Transits","High","38","Arrivals",2020-10-01
"643","Canal Waters Time (hours)","High","63.43","Arrivals",2020-10-01
"644","In-Transit Time (hours)","High","13.75","Arrivals",2020-10-01
"645","Arrivals","Low","22","Arrivals",2020-10-01
"646","Oceangoing Transits","Low","31","Arrivals",2020-10-01
"647","Canal Waters Time (hours)","Low","21.80","Arrivals",2020-10-01
"648","In-Transit Time (hours)","Low","9.10","Arrivals",2020-10-01
"649","Arrivals","Daily Average","30.10","Arrivals",2021-09-01
"650","Oceangoing Transits","Daily Average","30.17","Arrivals",2021-09-01
"651","Canal Waters Time (hours)","Daily Average","24.21","Arrivals",2021-09-01
"652","In-Transit Time (hours)","Daily Average","10.06","Arrivals",2021-09-01
"653","Arrivals","High","38","Arrivals",2021-09-01
"654","Oceangoing Transits","High","34","Arrivals",2021-09-01
"655","Canal Waters Time (hours)","High","44.26","Arrivals",2021-09-01
"656","In-Transit Time (hours)","High","12.90","Arrivals",2021-09-01
"657","Arrivals","Low","22","Arrivals",2021-09-01
"658","Oceangoing Transits","Low","23","Arrivals",2021-09-01
"659","Canal Waters Time (hours)","Low","16.55","Arrivals",2021-09-01
"660","In-Transit Time (hours)","Low","8.70","Arrivals",2021-09-01
"661","Arrivals","Daily Average","34.43","Arrivals",2020-11-01
"662","Oceangoing Transits","Daily Average","35.00","Arrivals",2020-11-01
"663","Canal Waters Time (hours)","Daily Average","39.53","Arrivals",2020-11-01
"664","In-Transit Time (hours)","Daily Average","10.94","Arrivals",2020-11-01
"665","Arrivals","High","50","Arrivals",2020-11-01
"666","Oceangoing Transits","High","38","Arrivals",2020-11-01
"667","Canal Waters Time (hours)","High","59.06","Arrivals",2020-11-01
"668","In-Transit Time (hours)","High","13.77","Arrivals",2020-11-01
"669","Arrivals","Low","20","Arrivals",2020-11-01
"670","Oceangoing Transits","Low","28","Arrivals",2020-11-01
"671","Canal Waters Time (hours)","Low","23.42","Arrivals",2020-11-01
"672","In-Transit Time (hours)","Low","9.27","Arrivals",2020-11-01
"673","Arrivals","Daily Average","34.90","Arrivals",2021-10-01
"674","Oceangoing Transits","Daily Average","34.23","Arrivals",2021-10-01
"675","Canal Waters Time (hours)","Daily Average","38.57","Arrivals",2021-10-01
"676","In-Transit Time (hours)","Daily Average","11.02","Arrivals",2021-10-01
"677","Arrivals","High","46","Arrivals",2021-10-01
"678","Oceangoing Transits","High","40","Arrivals",2021-10-01
"679","Canal Waters Time (hours)","High","59.99","Arrivals",2021-10-01
"680","In-Transit Time (hours)","High","13.47","Arrivals",2021-10-01
"681","Arrivals","Low","23","Arrivals",2021-10-01
"682","Oceangoing Transits","Low","28","Arrivals",2021-10-01
"683","Canal Waters Time (hours)","Low","21.27","Arrivals",2021-10-01
"684","In-Transit Time (hours)","Low","9.02","Arrivals",2021-10-01
"685","Arrivals","Daily Average","37.30","Arrivals",2021-11-01
"686","Oceangoing Transits","Daily Average","37.80","Arrivals",2021-11-01
"687","Canal Waters Time (hours)","Daily Average","46.42","Arrivals",2021-11-01
"688","In-Transit Time (hours)","Daily Average","11.19","Arrivals",2021-11-01
"689","Arrivals","High","54","Arrivals",2021-11-01
"690","Oceangoing Transits","High","41","Arrivals",2021-11-01
"691","Canal Waters Time (hours)","High","66.43","Arrivals",2021-11-01
"692","In-Transit Time (hours)","High","14.32","Arrivals",2021-11-01
"693","Arrivals","Low","26","Arrivals",2021-11-01
"694","Oceangoing Transits","Low","33","Arrivals",2021-11-01
"695","Canal Waters Time (hours)","Low","24.67","Arrivals",2021-11-01
"696","In-Transit Time (hours)","Low","9.72","Arrivals",2021-11-01
